Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,Earnings_per_Project,Is_Expert,Region_Short,Job_Range_Label,Hourly_Band,High_Earner,Client_Tier
1414,Web Development,Upwork,Intermediate,Australia,PayPal,250,1185,57.52,52.85,3.53,49,Fixed,77.34,391,4.74,False,Other,100+,30$+,False,Mid
1415,App Development,Upwork,Expert,Europe,Crypto,18,6407,59.7,76.56,4.88,58,Hourly,45.63,34,355.94444444444446,True,Other,10–99,30$+,False,High
1416,SEO,PeoplePerHour,Expert,Canada,Crypto,103,2297,25.36,96.83,4.27,35,Hourly,41.7,212,22.300970873786408,True,North America,100+,10$–30$,False,Mid
1417,Content Writing,Toptal,Intermediate,Middle East,Crypto,37,6598,49.75,51.97,3.65,50,Fixed,29.51,210,178.32432432432432,False,Other,10–99,30$+,False,Mid
1418,Digital Marketing,PeoplePerHour,Intermediate,Canada,Crypto,261,4566,48.65,56.11,3.54,40,Fixed,77.12,429,17.49425287356322,False,North America,100+,30$+,False,Mid
1419,Content Writing,Fiverr,Intermediate,Asia,Crypto,38,4152,64.17,72.61,3.38,12,Hourly,20.0,138,109.26315789473684,False,Other,10–99,30$+,False,Mid
1420,Graphic Design,Freelancer,Expert,UK,Bank Transfer,23,1598,29.66,96.69,4.39,85,Fixed,50.59,188,69.47826086956522,True,Other,10–99,10$–30$,False,Mid
1421,Content Writing,Toptal,Expert,UK,Bank Transfer,156,6582,60.27,65.81,3.44,16,Fixed,29.78,299,42.19230769230769,True,Other,100+,30$+,False,Mid
1422,Web Development,Fiverr,Expert,Europe,Bank Transfer,264,4561,27.89,75.36,4.19,78,Fixed,29.53,394,17.276515151515152,True,Other,100+,10$–30$,False,Mid
1423,SEO,PeoplePerHour,Beginner,Middle East,Crypto,168,2881,47.41,52.08,3.53,85,Hourly,38.35,251,17.148809523809526,False,Other,100+,30$+,False,Mid
1424,Content Writing,Freelancer,Expert,Asia,Crypto,81,9248,16.66,57.42,4.32,48,Fixed,79.92,394,114.17283950617283,True,Other,10–99,10$–30$,True,Mid
1425,Web Development,Fiverr,Expert,Canada,PayPal,141,3112,8.54,99.33,4.63,1,Fixed,13.85,149,22.070921985815602,True,North America,100+,<10$,False,High
1426,Graphic Design,Freelancer,Beginner,Middle East,Mobile Banking,212,8025,35.46,98.26,4.56,65,Hourly,50.5,340,37.85377358490566,False,Other,100+,30$+,True,High
1427,App Development,Fiverr,Beginner,USA,Bank Transfer,246,3102,31.08,50.25,4.52,22,Fixed,15.78,218,12.609756097560975,False,Other,100+,30$+,False,High
1428,SEO,PeoplePerHour,Beginner,Australia,Mobile Banking,71,7260,43.66,97.59,3.38,15,Fixed,20.82,81,102.25352112676056,False,Other,10–99,30$+,False,Mid
1429,Content Writing,Freelancer,Beginner,Canada,Crypto,120,3589,96.39,81.96,3.18,84,Hourly,40.77,189,29.908333333333335,False,North America,100+,30$+,False,Mid
1430,Digital Marketing,Fiverr,Beginner,Middle East,Crypto,206,576,54.61,93.4,4.4,67,Hourly,45.73,233,2.796116504854369,False,Other,100+,30$+,False,Mid
1431,Digital Marketing,PeoplePerHour,Beginner,USA,Crypto,254,2857,57.55,72.74,3.74,14,Fixed,28.12,175,11.248031496062993,False,Other,100+,30$+,False,Mid
1432,SEO,Toptal,Intermediate,USA,Mobile Banking,282,9437,94.45,75.78,3.86,73,Hourly,32.15,231,33.4645390070922,False,Other,100+,30$+,True,Mid
1433,Digital Marketing,PeoplePerHour,Intermediate,Asia,PayPal,116,1803,92.51,74.44,3.06,19,Fixed,16.09,357,15.543103448275861,False,Other,100+,30$+,False,Mid
1434,Content Writing,PeoplePerHour,Intermediate,Asia,Crypto,238,9914,88.99,83.34,3.52,40,Fixed,31.23,477,41.65546218487395,False,Other,100+,30$+,True,Mid
1435,Content Writing,Toptal,Intermediate,Australia,PayPal,180,6932,14.31,56.98,3.07,4,Hourly,77.66,62,38.51111111111111,False,Other,100+,10$–30$,False,Mid
1436,SEO,PeoplePerHour,Expert,USA,PayPal,147,1704,65.26,51.5,4.76,33,Fixed,76.13,434,11.591836734693878,True,Other,100+,30$+,False,High
1437,Content Writing,Toptal,Beginner,Europe,Bank Transfer,36,4891,81.77,65.4,3.49,43,Hourly,33.44,428,135.86111111111111,False,Other,10–99,30$+,False,Mid
1438,App Development,Toptal,Expert,USA,Mobile Banking,185,4091,84.38,85.23,4.11,37,Hourly,49.96,494,22.113513513513514,True,Other,100+,30$+,False,Mid
1439,Web Development,Toptal,Beginner,Middle East,Crypto,71,5074,59.9,60.09,3.08,66,Hourly,73.67,236,71.46478873239437,False,Other,10–99,30$+,False,Mid
1440,Graphic Design,Fiverr,Beginner,Asia,PayPal,8,9089,6.66,83.67,4.33,27,Fixed,10.43,32,1136.125,False,Other,<10,<10$,True,Mid
1441,App Development,Freelancer,Expert,Europe,Mobile Banking,290,9109,97.5,98.5,3.65,45,Hourly,66.75,212,31.410344827586208,True,Other,100+,30$+,True,Mid
1442,App Development,Fiverr,Intermediate,Asia,Mobile Banking,273,9015,49.86,54.7,4.8,81,Fixed,76.39,59,33.02197802197802,False,Other,100+,30$+,True,High
1443,Digital Marketing,Toptal,Expert,Asia,Crypto,240,8784,42.39,83.63,4.78,50,Hourly,16.39,378,36.6,True,Other,100+,30$+,True,High
1444,Web Development,Freelancer,Expert,Asia,Bank Transfer,281,4467,42.52,72.19,3.65,63,Hourly,21.3,1,15.896797153024911,True,Other,100+,30$+,False,Mid
1445,SEO,Freelancer,Beginner,USA,Bank Transfer,45,9027,45.29,93.41,4.8,6,Fixed,77.25,396,200.6,False,Other,10–99,30$+,True,High
1446,Customer Support,Toptal,Beginner,UK,PayPal,125,4685,28.01,58.86,4.99,67,Fixed,47.63,449,37.48,False,Other,100+,10$–30$,False,High
1447,Digital Marketing,Freelancer,Beginner,USA,Bank Transfer,279,2933,36.1,84.63,4.65,67,Hourly,10.99,56,10.512544802867383,False,Other,100+,30$+,False,High
1448,Web Development,Freelancer,Intermediate,Asia,Bank Transfer,235,5934,98.61,91.91,4.69,59,Fixed,28.03,426,25.251063829787235,False,Other,100+,30$+,False,High
1449,Content Writing,Fiverr,Expert,Europe,Bank Transfer,90,498,39.98,97.23,3.5,13,Fixed,41.5,300,5.533333333333333,True,Other,10–99,30$+,False,Mid
1450,SEO,Freelancer,Expert,USA,Mobile Banking,67,3360,55.04,84.16,4.15,21,Hourly,58.5,286,50.149253731343286,True,Other,10–99,30$+,False,Mid
1451,Customer Support,Toptal,Intermediate,Asia,Crypto,196,4635,85.59,74.86,3.13,64,Hourly,61.32,137,23.647959183673468,False,Other,100+,30$+,False,Mid
1452,SEO,Upwork,Expert,Asia,Mobile Banking,297,8158,55.11,80.89,3.19,37,Fixed,79.68,278,27.468013468013467,True,Other,100+,30$+,True,Mid
1453,Customer Support,Upwork,Expert,USA,Mobile Banking,35,4459,35.82,93.45,5.0,80,Hourly,30.13,213,127.4,True,Other,10–99,30$+,False,High
1454,Customer Support,Upwork,Beginner,USA,Crypto,150,7923,54.76,78.53,3.65,85,Hourly,47.68,238,52.82,False,Other,100+,30$+,True,Mid
1455,Digital Marketing,Toptal,Intermediate,Europe,Mobile Banking,111,6101,15.84,51.52,4.5,48,Hourly,47.33,284,54.96396396396396,False,Other,100+,10$–30$,False,Mid
1456,Content Writing,Upwork,Beginner,USA,PayPal,114,8626,17.35,96.55,4.61,56,Fixed,38.4,480,75.66666666666667,False,Other,100+,10$–30$,True,High
1457,Digital Marketing,Fiverr,Intermediate,Australia,PayPal,280,344,70.94,84.48,4.72,44,Fixed,21.84,30,1.2285714285714286,False,Other,100+,30$+,False,High
1458,Customer Support,Toptal,Beginner,Middle East,Mobile Banking,214,1288,92.16,83.83,5.0,13,Fixed,78.42,205,6.018691588785047,False,Other,100+,30$+,False,High
1459,Customer Support,Toptal,Expert,Australia,Bank Transfer,143,8091,73.94,60.78,3.48,4,Hourly,69.73,457,56.58041958041958,True,Other,100+,30$+,True,Mid
1460,Data Entry,Toptal,Intermediate,Europe,Mobile Banking,90,2866,12.09,82.94,3.08,73,Fixed,44.88,273,31.844444444444445,False,Other,10–99,10$–30$,False,Mid
1461,Web Development,Freelancer,Intermediate,UK,Bank Transfer,48,1148,43.28,69.69,3.82,33,Hourly,52.23,10,23.916666666666668,False,Other,10–99,30$+,False,Mid
1462,Data Entry,Freelancer,Beginner,Australia,Mobile Banking,86,1787,5.24,82.56,3.26,37,Hourly,25.91,358,20.77906976744186,False,Other,10–99,<10$,False,Mid
1463,Web Development,Freelancer,Intermediate,Asia,PayPal,68,2239,53.56,55.33,3.04,53,Hourly,48.07,46,32.9264705882353,False,Other,10–99,30$+,False,Mid
1464,Graphic Design,PeoplePerHour,Expert,Middle East,Bank Transfer,59,2815,23.35,82.89,3.72,24,Hourly,58.65,2,47.71186440677966,True,Other,10–99,10$–30$,False,Mid
1465,App Development,Fiverr,Expert,Canada,PayPal,78,1272,87.47,99.97,4.57,89,Fixed,46.06,129,16.307692307692307,True,North America,10–99,30$+,False,High
1466,SEO,Toptal,Expert,Middle East,Mobile Banking,133,6599,14.91,52.41,4.13,51,Hourly,79.32,437,49.61654135338346,True,Other,100+,10$–30$,False,Mid
1467,Digital Marketing,Toptal,Beginner,Australia,Crypto,260,460,5.14,98.86,3.63,41,Hourly,52.79,71,1.7692307692307692,False,Other,100+,<10$,False,Mid
1468,Graphic Design,Freelancer,Intermediate,Canada,Bank Transfer,235,2995,47.86,70.35,4.31,29,Fixed,35.97,158,12.74468085106383,False,North America,100+,30$+,False,Mid
1469,Graphic Design,Toptal,Beginner,Europe,Bank Transfer,141,8152,19.77,93.54,3.46,59,Hourly,64.05,391,57.815602836879435,False,Other,100+,10$–30$,True,Mid
1470,SEO,Toptal,Expert,Middle East,Mobile Banking,116,4836,75.11,89.12,3.03,40,Fixed,21.93,426,41.689655172413794,True,Other,100+,30$+,False,Mid
1471,SEO,Upwork,Intermediate,UK,Mobile Banking,150,9119,92.39,78.35,4.53,51,Fixed,36.92,431,60.79333333333334,False,Other,100+,30$+,True,High
1472,Web Development,Toptal,Expert,Canada,Bank Transfer,37,836,8.98,86.92,4.25,50,Fixed,34.29,129,22.594594594594593,True,North America,10–99,<10$,False,Mid
1473,Data Entry,PeoplePerHour,Intermediate,Canada,Crypto,264,2159,42.58,93.93,4.52,36,Hourly,40.23,21,8.178030303030303,False,North America,100+,30$+,False,High
1474,Content Writing,Freelancer,Intermediate,Middle East,Mobile Banking,91,5496,99.7,70.21,3.08,79,Fixed,64.72,379,60.395604395604394,False,Other,10–99,30$+,False,Mid
1475,Web Development,Fiverr,Beginner,Australia,Mobile Banking,269,5885,74.6,66.35,4.67,60,Hourly,43.89,388,21.87732342007435,False,Other,100+,30$+,False,High
1476,Content Writing,Fiverr,Intermediate,Canada,Mobile Banking,34,2036,95.55,83.38,4.24,18,Fixed,65.58,134,59.88235294117647,False,North America,10–99,30$+,False,Mid
1477,Graphic Design,Upwork,Expert,Europe,Crypto,236,8176,20.59,90.39,4.13,20,Fixed,50.35,19,34.644067796610166,True,Other,100+,10$–30$,True,Mid
1478,Content Writing,Fiverr,Intermediate,Middle East,Bank Transfer,80,9120,26.03,88.11,4.25,5,Fixed,33.94,219,114.0,False,Other,10–99,10$–30$,True,Mid
1479,Data Entry,Fiverr,Expert,Europe,PayPal,133,7350,19.71,89.89,4.73,18,Fixed,66.7,332,55.26315789473684,True,Other,100+,10$–30$,False,High
1480,Web Development,Freelancer,Beginner,Middle East,Mobile Banking,275,9849,33.73,71.78,4.17,40,Hourly,26.68,129,35.81454545454545,False,Other,100+,30$+,True,Mid
1481,Customer Support,Freelancer,Expert,Europe,Crypto,93,5759,73.82,90.89,4.16,1,Hourly,25.71,31,61.924731182795696,True,Other,10–99,30$+,False,Mid
1482,SEO,PeoplePerHour,Intermediate,Australia,Bank Transfer,174,2453,20.67,56.01,4.98,19,Fixed,45.32,89,14.097701149425287,False,Other,100+,10$–30$,False,High
1483,Customer Support,Upwork,Expert,Middle East,Bank Transfer,132,8312,54.8,77.22,4.51,87,Fixed,28.26,258,62.96969696969697,True,Other,100+,30$+,True,High
1484,Data Entry,Fiverr,Expert,Asia,Crypto,178,4451,30.57,50.29,3.88,26,Fixed,10.64,424,25.00561797752809,True,Other,100+,30$+,False,Mid
1485,App Development,PeoplePerHour,Intermediate,UK,Mobile Banking,30,6751,83.77,66.23,4.41,29,Hourly,55.38,297,225.03333333333333,False,Other,10–99,30$+,False,Mid
1486,Data Entry,Upwork,Expert,Australia,PayPal,65,3345,5.63,68.32,3.78,59,Fixed,45.78,332,51.46153846153846,True,Other,10–99,<10$,False,Mid
1487,App Development,Fiverr,Intermediate,Europe,Mobile Banking,71,9003,26.2,69.81,3.46,63,Fixed,41.19,248,126.80281690140845,False,Other,10–99,10$–30$,True,Mid
1488,Web Development,Fiverr,Beginner,Middle East,Bank Transfer,30,2171,62.5,84.77,4.19,83,Hourly,77.69,468,72.36666666666666,False,Other,10–99,30$+,False,Mid
1489,SEO,Freelancer,Expert,Australia,PayPal,87,3632,14.19,69.43,4.86,62,Fixed,49.98,172,41.747126436781606,True,Other,10–99,10$–30$,False,High
1490,Data Entry,Toptal,Beginner,Europe,Mobile Banking,64,4247,49.3,72.43,4.86,48,Fixed,70.44,356,66.359375,False,Other,10–99,30$+,False,High
1491,Customer Support,Upwork,Expert,USA,PayPal,43,9871,46.44,61.88,3.68,62,Fixed,19.76,470,229.5581395348837,True,Other,10–99,30$+,True,Mid
1492,App Development,Fiverr,Expert,USA,Crypto,127,5750,85.99,68.66,4.06,18,Fixed,49.84,454,45.275590551181104,True,Other,100+,30$+,False,Mid
1493,SEO,Upwork,Beginner,Canada,Mobile Banking,296,7282,64.41,61.36,3.42,66,Hourly,70.76,400,24.60135135135135,False,North America,100+,30$+,False,Mid
1494,Digital Marketing,PeoplePerHour,Expert,UK,Bank Transfer,281,4338,65.77,53.66,4.99,27,Hourly,50.82,475,15.437722419928825,True,Other,100+,30$+,False,High
1495,Digital Marketing,PeoplePerHour,Expert,USA,Bank Transfer,286,1135,95.42,80.17,4.96,6,Hourly,60.26,383,3.9685314685314683,True,Other,100+,30$+,False,High
1496,Digital Marketing,Toptal,Beginner,Asia,PayPal,195,8695,98.32,83.41,4.3,70,Fixed,36.04,46,44.58974358974359,False,Other,100+,30$+,True,Mid
1497,Content Writing,Fiverr,Expert,Europe,Crypto,296,2671,67.07,80.97,4.61,59,Fixed,16.47,477,9.02364864864865,True,Other,100+,30$+,False,High
1498,Data Entry,Freelancer,Intermediate,Australia,Mobile Banking,156,8860,54.59,73.17,4.43,6,Hourly,42.05,196,56.794871794871796,False,Other,100+,30$+,True,Mid
1499,Web Development,Fiverr,Expert,Middle East,Crypto,237,8878,62.75,68.99,4.19,31,Fixed,37.61,407,37.459915611814345,True,Other,100+,30$+,True,Mid
1500,Customer Support,Upwork,Expert,Australia,Crypto,150,2398,41.33,93.17,3.11,56,Fixed,70.69,454,15.986666666666666,True,Other,100+,30$+,False,Mid
1501,Web Development,PeoplePerHour,Expert,Canada,PayPal,275,4924,98.81,75.95,3.91,54,Hourly,27.08,378,17.905454545454546,True,North America,100+,30$+,False,Mid
1502,Content Writing,Upwork,Beginner,Australia,PayPal,138,3086,71.98,73.96,4.35,85,Hourly,77.67,33,22.36231884057971,False,Other,100+,30$+,False,Mid
1503,Web Development,Toptal,Intermediate,USA,Mobile Banking,175,2399,32.65,51.28,4.36,41,Fixed,77.07,253,13.708571428571428,False,Other,100+,30$+,False,Mid
1504,App Development,PeoplePerHour,Intermediate,Australia,Bank Transfer,32,5793,10.49,67.06,3.75,18,Hourly,27.33,247,181.03125,False,Other,10–99,10$–30$,False,Mid
1505,Digital Marketing,Freelancer,Expert,USA,Mobile Banking,140,4482,9.25,69.01,4.88,87,Fixed,34.36,433,32.01428571428571,True,Other,100+,<10$,False,High
1506,Customer Support,PeoplePerHour,Beginner,USA,Crypto,245,6225,24.47,69.94,3.33,23,Hourly,72.69,41,25.408163265306122,False,Other,100+,10$–30$,False,Mid
1507,Data Entry,Fiverr,Beginner,UK,PayPal,232,7315,27.13,79.01,4.0,36,Hourly,77.66,288,31.530172413793103,False,Other,100+,10$–30$,False,Mid
1508,Web Development,Fiverr,Intermediate,Canada,Crypto,291,6153,44.43,76.68,4.38,25,Fixed,41.04,122,21.144329896907216,False,North America,100+,30$+,False,Mid
1509,Web Development,PeoplePerHour,Beginner,Asia,PayPal,38,7408,25.41,80.4,4.39,7,Fixed,32.47,26,194.94736842105263,False,Other,10–99,10$–30$,False,Mid
1510,Graphic Design,Toptal,Expert,Asia,Bank Transfer,6,9313,64.94,88.24,4.3,82,Hourly,46.83,461,1552.1666666666667,True,Other,<10,30$+,True,Mid
1511,Graphic Design,Fiverr,Expert,Europe,Crypto,199,2081,25.07,90.65,3.55,20,Fixed,58.14,58,10.457286432160805,True,Other,100+,10$–30$,False,Mid
1512,Graphic Design,Fiverr,Beginner,Asia,PayPal,98,1299,22.85,85.91,3.31,5,Fixed,29.14,146,13.255102040816327,False,Other,10–99,10$–30$,False,Mid
1513,Data Entry,Freelancer,Expert,USA,Mobile Banking,139,9537,49.77,97.78,4.27,18,Fixed,61.55,495,68.61151079136691,True,Other,100+,30$+,True,Mid
1514,Digital Marketing,PeoplePerHour,Intermediate,Middle East,Mobile Banking,208,6858,89.42,50.91,4.2,33,Hourly,13.62,114,32.97115384615385,False,Other,100+,30$+,False,Mid
1515,SEO,Fiverr,Expert,Canada,Mobile Banking,254,3606,49.49,59.79,3.36,79,Fixed,13.45,485,14.196850393700787,True,North America,100+,30$+,False,Mid
1516,Digital Marketing,Toptal,Beginner,Europe,Crypto,151,8569,44.32,50.38,4.41,35,Fixed,37.04,459,56.74834437086093,False,Other,100+,30$+,True,Mid
1517,Customer Support,Upwork,Intermediate,Asia,PayPal,258,9038,59.92,82.37,3.91,65,Hourly,34.74,386,35.031007751937985,False,Other,100+,30$+,True,Mid
1518,Digital Marketing,PeoplePerHour,Expert,Asia,PayPal,180,5349,29.44,94.9,4.34,63,Hourly,32.09,198,29.716666666666665,True,Other,100+,10$–30$,False,Mid
1519,Data Entry,Freelancer,Intermediate,Middle East,PayPal,129,3144,38.58,62.17,4.67,85,Hourly,44.37,127,24.372093023255815,False,Other,100+,30$+,False,High
1520,App Development,Fiverr,Beginner,Australia,Crypto,255,3027,25.31,96.35,3.34,72,Hourly,32.45,375,11.870588235294118,False,Other,100+,10$–30$,False,Mid
1521,App Development,Toptal,Expert,Canada,PayPal,135,1012,59.32,53.01,3.04,71,Fixed,23.46,482,7.496296296296296,True,North America,100+,30$+,False,Mid
1522,Data Entry,PeoplePerHour,Expert,Middle East,Bank Transfer,54,5775,71.25,96.72,4.56,41,Fixed,31.66,152,106.94444444444444,True,Other,10–99,30$+,False,High
1523,Graphic Design,Toptal,Intermediate,Asia,Crypto,97,5539,69.0,67.58,4.22,50,Hourly,78.24,368,57.103092783505154,False,Other,10–99,30$+,False,Mid
1524,Web Development,Toptal,Expert,Canada,Bank Transfer,224,1318,29.21,55.07,4.4,30,Hourly,38.78,270,5.883928571428571,True,North America,100+,10$–30$,False,Mid
1525,Content Writing,Freelancer,Expert,Canada,Bank Transfer,24,5329,79.07,74.29,4.68,38,Fixed,41.13,338,222.04166666666666,True,North America,10–99,30$+,False,High
1526,Content Writing,PeoplePerHour,Expert,Asia,Mobile Banking,209,422,29.32,62.84,4.61,35,Fixed,50.36,443,2.0191387559808613,True,Other,100+,10$–30$,False,High
1527,SEO,Fiverr,Expert,Australia,Crypto,95,4430,19.28,64.24,4.92,66,Hourly,78.83,82,46.63157894736842,True,Other,10–99,10$–30$,False,High
1528,Web Development,Freelancer,Beginner,Australia,PayPal,177,7667,38.23,65.36,4.07,46,Fixed,26.91,22,43.31638418079096,False,Other,100+,30$+,True,Mid
1529,SEO,Fiverr,Expert,Asia,Bank Transfer,193,9846,61.79,90.15,3.98,8,Fixed,57.69,10,51.015544041450774,True,Other,100+,30$+,True,Mid
1530,Graphic Design,Upwork,Intermediate,Canada,Crypto,6,6329,18.49,76.96,3.8,68,Hourly,60.12,186,1054.8333333333333,False,North America,<10,10$–30$,False,Mid
1531,SEO,Toptal,Beginner,Middle East,PayPal,172,145,66.57,65.57,3.31,37,Hourly,52.51,468,0.8430232558139535,False,Other,100+,30$+,False,Mid
1532,Web Development,Upwork,Intermediate,UK,Mobile Banking,28,4419,86.99,80.52,4.15,85,Hourly,16.2,115,157.82142857142858,False,Other,10–99,30$+,False,Mid
1533,Customer Support,Toptal,Intermediate,USA,Crypto,72,3991,32.85,85.81,3.55,13,Hourly,57.38,161,55.43055555555556,False,Other,10–99,30$+,False,Mid
1534,Web Development,Freelancer,Intermediate,Australia,Crypto,198,7071,47.77,63.63,4.84,73,Fixed,14.49,102,35.71212121212121,False,Other,100+,30$+,False,High
1535,Content Writing,Fiverr,Beginner,Asia,Crypto,88,9442,26.69,70.68,4.17,45,Hourly,51.73,242,107.29545454545455,False,Other,10–99,10$–30$,True,Mid
1536,App Development,Fiverr,Beginner,UK,PayPal,211,3994,39.32,56.09,4.19,29,Fixed,61.77,6,18.928909952606634,False,Other,100+,30$+,False,Mid
1537,Graphic Design,Freelancer,Beginner,Australia,Bank Transfer,53,5918,7.09,59.06,3.71,41,Fixed,24.77,361,111.66037735849056,False,Other,10–99,<10$,False,Mid
1538,Customer Support,PeoplePerHour,Expert,Canada,Bank Transfer,36,5446,95.61,84.06,3.1,56,Fixed,68.91,171,151.27777777777777,True,North America,10–99,30$+,False,Mid
1539,Data Entry,Upwork,Intermediate,Asia,Crypto,174,8091,44.51,59.07,3.06,88,Hourly,12.12,255,46.5,False,Other,100+,30$+,True,Mid
1540,Customer Support,Upwork,Beginner,UK,Crypto,133,181,79.94,76.26,3.85,16,Fixed,69.07,246,1.3609022556390977,False,Other,100+,30$+,False,Mid
1541,Customer Support,Fiverr,Intermediate,Asia,PayPal,106,7340,18.55,85.45,3.17,12,Hourly,42.22,474,69.24528301886792,False,Other,100+,10$–30$,False,Mid
1542,SEO,Fiverr,Beginner,Middle East,Mobile Banking,39,9632,82.17,55.34,4.21,66,Hourly,25.23,191,246.97435897435898,False,Other,10–99,30$+,True,Mid
1543,Content Writing,Fiverr,Beginner,Middle East,Crypto,203,6566,86.71,78.37,4.76,62,Hourly,19.36,113,32.3448275862069,False,Other,100+,30$+,False,High
1544,SEO,Freelancer,Beginner,Europe,Crypto,81,9391,72.97,62.83,4.77,19,Fixed,76.73,22,115.93827160493827,False,Other,10–99,30$+,True,High
1545,SEO,PeoplePerHour,Intermediate,USA,Mobile Banking,18,5956,90.8,98.15,4.32,30,Hourly,15.09,357,330.8888888888889,False,Other,10–99,30$+,False,Mid
1546,Data Entry,Upwork,Expert,USA,Crypto,135,857,20.88,74.18,3.42,16,Hourly,23.94,313,6.348148148148148,True,Other,100+,10$–30$,False,Mid
1547,Graphic Design,Toptal,Beginner,Australia,Bank Transfer,242,100,50.27,90.3,4.73,88,Fixed,34.35,275,0.4132231404958678,False,Other,100+,30$+,False,High
1548,Web Development,Freelancer,Beginner,USA,Crypto,284,5327,63.91,77.51,4.77,13,Hourly,53.42,410,18.757042253521128,False,Other,100+,30$+,False,High
1549,Digital Marketing,Upwork,Beginner,Asia,Bank Transfer,69,105,61.64,52.17,3.39,69,Fixed,48.14,372,1.5217391304347827,False,Other,10–99,30$+,False,Mid
1550,SEO,PeoplePerHour,Expert,Asia,PayPal,142,3714,86.8,81.66,4.47,23,Fixed,18.8,443,26.154929577464788,True,Other,100+,30$+,False,Mid
1551,Digital Marketing,Freelancer,Intermediate,Europe,PayPal,273,793,25.49,97.57,3.57,62,Hourly,30.28,135,2.9047619047619047,False,Other,100+,10$–30$,False,Mid
1552,Graphic Design,Upwork,Intermediate,Middle East,Bank Transfer,232,6080,21.69,80.08,4.61,31,Hourly,26.71,356,26.20689655172414,False,Other,100+,10$–30$,False,High
1553,Digital Marketing,Freelancer,Intermediate,UK,Bank Transfer,205,8181,29.07,90.96,4.99,53,Hourly,24.95,194,39.90731707317073,False,Other,100+,10$–30$,True,High
1554,SEO,Upwork,Intermediate,UK,Mobile Banking,146,129,89.7,94.21,3.06,17,Hourly,38.78,257,0.8835616438356164,False,Other,100+,30$+,False,Mid
1555,Data Entry,Upwork,Beginner,Middle East,Bank Transfer,104,3016,94.4,61.4,4.79,49,Fixed,59.28,277,29.0,False,Other,100+,30$+,False,High
1556,Digital Marketing,PeoplePerHour,Expert,Canada,Bank Transfer,142,3778,59.11,60.6,4.25,49,Hourly,25.22,69,26.6056338028169,True,North America,100+,30$+,False,Mid
1557,Graphic Design,Toptal,Beginner,Middle East,Crypto,172,4586,52.63,80.55,4.95,67,Hourly,35.67,358,26.662790697674417,False,Other,100+,30$+,False,High
1558,Graphic Design,PeoplePerHour,Expert,UK,Mobile Banking,103,175,62.51,70.55,3.93,26,Fixed,37.36,359,1.6990291262135921,True,Other,100+,30$+,False,Mid
1559,App Development,Upwork,Intermediate,Australia,Bank Transfer,70,5863,63.55,91.99,4.69,13,Hourly,78.35,35,83.75714285714285,False,Other,10–99,30$+,False,High
1560,App Development,Freelancer,Expert,Europe,Bank Transfer,51,8460,21.18,95.0,3.12,38,Hourly,76.83,107,165.88235294117646,True,Other,10–99,10$–30$,True,Mid
1561,Data Entry,PeoplePerHour,Beginner,Middle East,Bank Transfer,235,997,70.21,67.67,3.67,22,Hourly,66.01,23,4.242553191489361,False,Other,100+,30$+,False,Mid
1562,Digital Marketing,Toptal,Beginner,Canada,Crypto,150,644,47.97,61.84,3.13,85,Hourly,26.92,139,4.293333333333333,False,North America,100+,30$+,False,Mid
1563,Digital Marketing,Upwork,Intermediate,Australia,Crypto,211,5080,54.15,89.03,4.95,29,Hourly,14.76,464,24.075829383886255,False,Other,100+,30$+,False,High
1564,App Development,PeoplePerHour,Beginner,Middle East,Crypto,150,190,7.88,63.74,4.63,45,Fixed,32.18,21,1.2666666666666666,False,Other,100+,<10$,False,High
1565,Web Development,PeoplePerHour,Beginner,Australia,PayPal,156,3105,77.63,91.13,4.71,46,Hourly,28.68,338,19.903846153846153,False,Other,100+,30$+,False,High
1566,Content Writing,PeoplePerHour,Expert,Middle East,Crypto,283,9872,84.37,71.19,4.88,39,Fixed,45.41,328,34.88339222614841,True,Other,100+,30$+,True,High
1567,Graphic Design,PeoplePerHour,Beginner,Australia,Bank Transfer,144,9118,63.85,83.38,3.17,69,Fixed,64.44,203,63.31944444444444,False,Other,100+,30$+,True,Mid
1568,Web Development,Freelancer,Intermediate,Asia,Crypto,155,4255,76.13,54.78,3.77,78,Fixed,70.08,379,27.451612903225808,False,Other,100+,30$+,False,Mid
1569,Graphic Design,Toptal,Intermediate,USA,Crypto,25,5221,54.66,81.19,3.14,82,Fixed,69.14,223,208.84,False,Other,10–99,30$+,False,Mid
1570,Customer Support,Toptal,Beginner,Australia,Mobile Banking,258,7832,63.74,72.59,3.42,68,Hourly,35.18,222,30.356589147286822,False,Other,100+,30$+,True,Mid
1571,Customer Support,Upwork,Intermediate,Asia,Bank Transfer,68,2710,42.48,79.33,3.46,39,Hourly,58.11,80,39.85294117647059,False,Other,10–99,30$+,False,Mid
1572,Web Development,Fiverr,Expert,USA,Crypto,222,6906,80.23,58.4,3.94,20,Fixed,31.9,406,31.10810810810811,True,Other,100+,30$+,False,Mid
1573,Customer Support,Freelancer,Expert,UK,PayPal,76,6139,49.49,86.84,3.54,77,Hourly,14.26,329,80.77631578947368,True,Other,10–99,30$+,False,Mid
